,TIME,DATASET,FEAT1,ENTITY,NDSIG1,NDSIG2,NDNON1,NDNON2,CHIFEAT,CATSIG1,CATNON2,CATDICHO,BATCH1,BATCH2,LONG1,NAN1
8_10,10,1,425,8,9.865619367435635,12.237471829130552,9.543760361933565,17.551030403193536,0.6069468666811534,b,2,2,21.54551562808116,19.521634674595898,19.255593127142458,
9_0,0,1,539,9,10.541019977705913,13.358491385546666,10.096116773708157,21.616550728028578,1.2180824072727725,b,3,2,18.872693193918916,17.337223133135087,10.136115894177644,
9_2,2,1,465,9,11.726714491144918,11.252864817558688,10.439474349333711,18.617176529095797,1.2451584875236499,a,3,2,19.714113363193643,21.368747210849303,12.715445965309264,
9_4,4,1,481,9,11.364111076567763,11.546528124273262,10.958281140152575,18.86500110878309,1.0512662776493664,a,2,1,21.11206102391749,18.260433042460715,14.337400589655354,
9_6,6,1,324,9,15.466507433656169,8.215989749201624,10.594147724091895,19.89950927400941,0.7153621828825916,b,2,2,19.57867391280429,20.140959724460178,16.33153530535015,
9_8,8,1,328,9,8.665296795543638,15.794106516048465,9.91383893301712,18.277598584563865,1.5698400398012273,c,2,1,21.817003786725483,20.42053733814053,22.605009867174903,
9_10,10,1,205,9,9.661637876960448,11.566652451686606,9.062073025991038,17.722153574456332,0.9095739332687314,b,2,2,19.54936814369329,19.175447658811603,20.509116612320838,
10_0,0,1,489,10,9.359557781160778,7.742330089220352,11.560191093985196,12.103406660796807,1.4320816207860072,b,2,2,21.327141688803184,19.443260705651404,10.78530591996262,
10_2,2,1,416,10,7.52193922021998,7.451786782102399,9.640331275573566,25.347232099381444,1.4869645158326803,b,1,1,21.609283450131745,18.884734061374978,10.833186868679789,
10_4,4,1,434,10,10.303023338279987,8.811686776055982,10.601351528999414,17.89916902572578,0.2337383642197921,b,3,2,25.437897748167664,21.702424701756748,13.446011984043949,
10_6,6,1,349,10,11.048950104125083,11.665745216141278,9.50291116653185,12.522963828037117,1.6282131914692561,b,1,1,17.26756769310555,19.998192483378936,14.410891613327824,
10_8,8,1,247,10,6.432032207686204,14.659423122072617,11.987249510711141,18.904779805928943,0.4868457742561122,b,2,1,22.18418185453418,19.784880385965817,17.091211837633605,
10_10,10,1,176,10,12.225404105966389,7.313383484833976,9.652168022975133,11.313559636206062,6.125404113941747,b,2,1,20.321899517640777,19.183576857070296,22.357165267418477,
11_0,0,1,428,11,7.732763316508266,9.718514028347446,9.337262742311184,20.745028460249156,2.349431548854738,b,2,1,18.769679987323904,19.176091316530545,10.324614671058914,
11_2,2,1,349,11,14.793379924819646,6.887169506204009,11.21000740420303,16.66189294914828,1.0789650292598956,a,2,1,12.221102913030684,19.208349216348285,10.606932143867505,
11_4,4,1,359,11,3.0288050345665365,6.9929450659639,11.384955084830567,20.226964398068386,5.300143972567843,a,2,2,19.48015188561497,18.799779211773746,14.369372913500367,
11_6,6,1,336,11,13.880309158286611,9.813084924364189,11.47157696346419,19.323990870948258,1.4522312126514696,b,1,2,20.19156012988917,18.079334382032382,19.12499322654844,
11_8,8,1,290,11,9.772307275531299,11.994105840266943,10.195207579091688,22.090182848537673,1.923615318734147,a,2,1,16.03086365835786,19.695851274703948,17.280635350252513,
11_10,10,1,275,11,8.370890398990289,12.534404089378718,8.809307231826537,26.349046183482475,1.6826649391295145,b,3,1,16.403913977190527,21.251082382966697,21.190230983360397,
12_0,0,1,607,12,10.563918792304541,10.364079446577845,9.871093934635024,26.82828548441872,2.589086331042754,b,3,2,18.04953583628277,20.577293404349753,11.203577828061462,
12_2,2,1,392,12,7.474141008337738,7.3554467813054565,9.697078341761268,21.17821381723057,4.234046825088736,b,2,1,22.03443738993831,21.420095158313654,11.935109992037653,
12_4,4,1,522,12,8.311878672164685,11.361344128618935,10.179054654960995,19.766222144173508,0.8555184737262294,b,3,2,21.957986568695574,20.086835785693403,15.337887907045678,
12_6,6,1,266,12,8.828647240243514,12.86133715273224,9.620231751213398,14.17111440382586,8.84155491338697,c,3,1,15.776212266147645,20.54355624269244,15.877958494005284,
12_8,8,1,351,12,7.30505278793562,15.008334052493453,8.88795274589242,20.756881862535764,0.8119014325454577,b,1,2,16.438568039184183,20.443571305700555,15.36046789878436,
12_10,10,1,332,12,12.019335883050847,10.632217309527217,10.45849289841314,20.64386559201153,2.7341722899406777,b,2,2,17.313064708563864,19.484024054298384,21.166172495676566,
13_0,0,1,475,13,11.187753935310027,10.483699554510348,11.066382118113477,12.916291287274891,0.19628887402963693,a,2,2,20.450560284973704,20.46494474869791,9.367874407044283,
13_2,2,1,426,13,4.840154964756238,10.140949465156812,11.28432830724991,14.318169401358196,4.471024657167585,b,3,2,20.584941713826137,20.794665812229276,10.626963861586196,
13_4,4,1,417,13,13.232977818840583,6.020857340211081,8.490850680052652,18.822627928208682,0.32021450543102914,b,1,2,21.78417644221548,19.75091057235553,13.58047676798949,
13_6,6,1,340,13,11.843549899634198,10.54720003122381,9.852980808850077,22.638116153021315,1.208478796085364,b,3,2,18.814916754451676,19.394476375076046,16.709351206571796,
13_8,8,1,315,13,12.468951684205834,5.602210711714463,9.512937880904804,17.916112971659786,3.600063014195319,a,2,1,16.26411045373175,19.91334062935823,18.773997113305708,
13_10,10,1,247,13,8.805197999535588,6.7541598032586485,11.52305267278633,26.825387914193122,0.33413908556604094,a,3,1,24.068665081078173,19.217140872767132,19.96074271608827,
14_0,0,1,567,14,10.880752475235246,5.3493461775854225,9.840899079496138,14.955214141048486,0.34876736038826095,b,3,1,18.271508236980615,20.536709681056614,9.111904207228703,
14_2,2,1,421,14,12.58792322317268,9.214884607591909,8.487925425326164,21.2733955248307,0.361275931416183,b,3,2,22.40486775703762,19.733211468812883,11.929281841084414,
14_4,4,1,306,14,10.806785324466192,10.623000314813407,7.622634933781064,19.95181620984122,0.963706389249037,c,2,1,20.8268533136205,18.35961203177277,12.768797951426242,
14_6,6,1,289,14,7.390204036739517,9.45040887452149,11.757804423715045,26.772753867631675,0.8576847562011217,b,2,2,17.900496548724334,20.968464475268277,15.883906346325684,
14_8,8,1,338,14,14.498299041023012,13.112642529038947,9.892714797948669,26.736834876964622,2.1761091415984675,b,1,2,17.625197308367277,19.61114720237782,21.423491384924723,
14_10,10,1,275,14,10.4890253544089,11.779821865205681,11.11176098889082,30.248020950293057,0.43339421530693667,b,2,2,21.6128570631493,20.15675858666978,21.31133435626588,
15_0,0,1,538,15,12.897857847991503,8.294251336727818,9.63796813340879,24.06997076044588,1.2517537829192014,b,3,1,17.149744256611683,21.60563205614445,7.176333171122044,
15_2,2,1,425,15,10.866209899043634,12.246395467256146,11.651801666154476,23.003881828277514,2.3981591012821424,b,1,2,20.240963673937006,20.39915874561297,15.14093353182177,
15_4,4,1,437,15,11.190869870069859,4.956004373069949,8.435761325828922,16.223842943874768,0.8969975328469795,b,2,1,21.375455717556644,18.999761687984915,14.916728196275402,
15_6,6,1,355,15,11.68662020061156,13.282888627637458,10.849063280566794,22.35914620198998,3.2146225857037694,b,3,1,19.67896045627659,20.042232511313767,15.556721202828363,
15_8,8,1,357,15,8.720338646996696,9.754447626945451,9.515717608514638,17.41591438891095,2.6229127195989745,a,1,1,21.724652728359914,18.12262420102856,20.629400814605713,
15_10,10,1,362,15,13.266949742802499,9.81558452477349,10.763091515102087,19.28175679826925,0.8629312342582243,c,3,2,20.375062382866375,20.178504550316713,18.117399632042325,
16_0,0,1,550,16,13.993765198063006,10.897809590065195,11.12648684658703,13.489500460786774,1.9798104185811032,b,1,2,18.198209533597296,19.716780687892687,11.117678515886631,
16_2,2,1,503,16,12.869406643891194,14.109690497032489,10.338343696312178,15.520559348580347,1.1266581460776706,b,2,1,17.846629659955042,19.551151309408603,10.966054898726478,
16_4,4,1,445,16,8.443348191721203,11.236631874905676,10.362851824864174,29.537856042031915,0.28269911378601126,c,2,2,20.57161279020654,19.655714724249716,14.524125578051809,
16_6,6,1,466,16,6.078895915981144,11.152071485157052,11.868245755140748,21.425855880919897,2.900578251794674,b,2,2,22.048274696526033,18.92016764576441,17.35069087077706,
16_8,8,1,324,16,10.850507036161464,7.1773600755994345,8.836835164904993,17.60408537309977,4.456255297071042,b,1,1,23.0540250609236,19.40001369211527,19.5470686760307,
16_10,10,1,306,16,11.96248696921104,7.002339138055788,9.33576689262619,18.20331778490853,3.959913460570192,a,2,1,19.38598293029756,19.188248954687424,21.016842035790244,
17_0,0,1,487,17,11.43777591041483,7.632541890603557,9.0062184478956,19.53979313034013,2.8910387594930316,b,1,2,24.68513114560073,19.7319606584511,10.559357233083746,
17_2,2,1,395,17,10.346308706933725,11.387416116352407,10.885930870994624,26.02417152941585,2.8804646426736196,b,3,1,20.68289195261586,21.04506297376794,11.21510996405313,
17_4,4,1,401,17,6.359900640956713,15.216918827140892,7.655570004692762,17.478945549273874,1.0039740299747353,a,1,2,15.860966646592285,18.709902132306755,14.282233922180108,
17_6,6,1,489,17,9.339055130564013,8.829218631379266,11.837967688528698,18.63997734061436,1.9992949308936476,b,2,1,20.183488973080415,19.707081646820356,17.308095785066463,
17_8,8,1,393,17,6.263368390935016,8.208164108548125,9.256148306221759,18.667742991549595,1.8784144165754215,b,1,2,19.371266127837213,19.52617043472119,21.14791450742035,
17_10,10,1,330,17,8.996669966094538,15.159210632482791,9.064241760260435,15.895987338777427,0.07732748175861341,b,2,2,20.398246248325908,19.620182226682843,22.64467363780301,
18_0,0,1,390,18,4.111242560596047,11.372616151669781,11.44179197993995,20.02566655949386,0.772265952453427,b,1,2,22.224287554966025,19.666622494452557,9.08685617217324,
18_2,2,1,478,18,9.40158121410585,13.382721608573451,10.927025835589921,17.10249316978095,2.1603235213058607,b,1,2,22.086478313287095,19.295577678517205,12.30115745659301,
18_4,4,1,493,18,14.57742376894965,8.01393055680727,10.068234094647114,16.596664717498673,1.476067221079828,b,1,2,19.214610497809502,19.619853019749574,14.518240962490502,
18_6,6,1,319,18,14.442131602862311,8.35734082819554,10.666899060896405,18.979092290231165,0.7204798464039512,b,2,2,16.339334499118745,20.976658935650182,18.914599456980767,
18_8,8,1,329,18,16.39822064257467,9.993426106245655,9.954759174819559,20.910499336755883,0.1458891326097765,b,2,1,18.405793664406144,20.261873628123467,18.761889343555687,
18_10,10,1,289,18,12.894605002611133,8.380249366929046,8.071446103782764,21.64099871284702,0.4236803310931227,b,3,1,21.66626220036992,21.14464190960283,22.683888848193,
19_0,0,1,612,19,2.760054320230208,8.128149253884803,9.031759935389369,19.86571645216006,0.9799480473161407,c,3,2,18.80203522969712,21.548280934069478,12.188755257093108,
19_2,2,1,531,19,10.582126044792215,8.051196218220888,12.117696762958886,20.485402746799018,2.1701589851872027,b,2,1,22.045372172837023,18.985722620824152,10.364512944726785,
19_4,4,1,571,19,11.098550055895377,13.24567200087478,11.326341616350184,18.08609901592268,0.5816780681909519,c,3,2,20.025206692599106,19.871260851428183,15.99254998467336,
19_6,6,1,315,19,3.434832533769362,14.969374839393312,9.447691094955653,25.621779856943157,1.507802230672564,b,3,2,19.524206093867434,20.277684595711843,16.359604983899334,
19_8,8,1,309,19,7.430991083909757,13.599047301483358,10.564699549464782,16.902770100429493,0.7570512103635325,b,3,1,18.52248129141623,18.41384063376783,20.457519174674573,
19_10,10,1,329,19,8.615728744299755,6.629691379633487,9.792618046756878,22.603523383485992,0.8131112935654932,b,2,1,20.697624683042044,21.200125683810327,19.22546962495672,
20_0,0,1,616,20,13.772761255459281,9.470119935176395,10.058080254519654,14.863000481860698,2.850134261225632,a,2,1,18.38691774347617,18.414520701342393,5.921473629884521,
20_2,2,1,536,20,14.356685078963721,10.759283742482205,11.905091684350712,18.76823717116169,0.5704867292263279,b,3,1,17.104033537288526,19.101131576231897,14.266032818279681,
20_4,4,1,525,20,10.073343539253658,7.628435288178284,10.286445041412117,20.339658798038926,3.197821774941057,a,1,1,22.010465069149898,20.156593044500163,15.375753242166992,
20_6,6,1,516,20,7.428142435035962,8.448414683275889,11.41728703071078,15.940878855718363,0.30343303804795946,c,2,2,21.442072993278654,19.748425857806893,16.487995537277538,
20_8,8,1,565,20,6.527879241258615,15.696458331480667,11.20778112533001,26.257641181211824,0.6792500623018395,a,3,1,22.94659745524686,20.122140475654135,18.286885261190733,
20_10,10,1,332,20,12.913173311796596,11.159905127746569,9.992595632986864,26.134083431130293,1.9171766891718838,b,3,1,22.169245785992153,18.837839321553435,21.84927302791393,
21_0,0,1,620,21,11.64302305009569,6.533900191920479,9.499206905070768,12.915971661987793,0.04987304161087332,a,2,2,20.71443400452346,17.363131033337854,7.554594488849721,
21_2,2,1,508,21,16.19240548675129,5.599688681714099,8.727653931478253,18.61529094870866,8.598693941233517,b,3,1,19.88737567352049,21.750575634369838,15.18794505276491,
21_4,4,1,464,21,5.718273193506698,7.516055584237674,10.093372397523677,20.280421709755732,0.8145396901511763,b,3,1,16.258860189529294,19.926295749774347,13.27152327535452,
21_6,6,1,567,21,9.164252000033871,10.257253196679027,10.803179937652335,12.944750015982152,2.815886068140096,c,3,2,21.304968409800022,19.940539430284893,15.596027141977665,
21_8,8,1,477,21,4.984473047310118,13.373954404249133,11.730281546266898,15.941939020397829,1.2397552681276287,a,1,2,18.813817597057156,20.918000552368625,17.796710627011414,
21_10,10,1,451,21,6.552399290363887,4.447691662619686,10.502387939154842,22.805885673658267,0.3001268498640655,b,3,2,21.17686552537457,20.71505609247574,23.86972584817148,
22_0,0,1,405,22,12.606714206438324,8.16388366147238,8.716235492608599,29.14206681197217,3.3451881538383827,b,3,1,21.321487169964154,21.042320668348328,12.810962601297472,
22_2,2,1,346,22,10.377298140231286,8.300568422947295,9.614276284666259,23.112708572954197,2.095600814235862,c,2,2,17.85604923832586,18.642601011650825,10.517016321088198,
22_4,4,1,370,22,12.347381911975095,6.0898996759205195,10.051214968972115,21.44500662371764,2.4609129847373956,b,3,1,21.79267228463896,20.97393943364043,14.008424014490007,
22_6,6,1,383,22,8.758480107644848,6.104775034371838,9.962863867506492,18.042669865371362,1.7291352467099814,a,2,2,21.744842643528003,20.28313946063585,16.702815881476422,
22_8,8,1,308,22,8.330945715455712,6.255572813988846,9.437947738031902,21.009645690129805,0.6897117827896344,b,2,1,21.13220931933335,20.940974856796075,17.93082961071956,
22_10,10,1,264,22,6.731939319967278,9.401512032972418,11.346766153716953,21.652151276785656,0.8667218660463869,c,2,2,19.238338650987018,18.581172941924205,23.640595723747943,
23_0,0,1,378,23,8.401355423053106,8.885320106946963,9.299217420391274,21.81919809492231,2.955130099764627,b,3,2,22.015234096569618,20.625783446184357,11.83263339592571,
23_2,2,1,419,23,14.356485147299757,12.283544670498427,9.732910178238534,22.738501123611215,1.856515142349373,b,2,1,19.870530370105804,20.48604731079635,9.297479558790705,
23_4,4,1,247,23,9.10611781388122,9.108726698131205,8.532431068407766,13.194384414849795,4.901168670268101,a,2,1,17.46323046934481,19.73906715079174,14.340828306054608,
23_6,6,1,252,23,11.026302659284106,15.671512035491808,10.867775724475136,28.2758149502881,0.7378036717169003,c,2,1,21.57533951715092,19.836885965148753,18.633205874658454,
23_8,8,1,129,23,15.511927389928196,10.242268744108907,9.618892980977204,17.361468758406133,1.776519259180037,b,3,2,19.861187404332252,19.506908594192193,17.861532863721457,
23_10,10,1,156,23,10.137436391820893,8.553058504068106,11.087901906331897,25.498543201685987,1.033264167455248,a,2,2,24.691473203158026,18.464827123614263,21.75062894886965,
24_0,0,1,599,24,6.902318955430505,11.656616708752654,10.461260788747683,24.088452888141838,0.02664665575276603,b,2,1,21.617682771237476,20.650546089543628,13.320956456331622,
24_2,2,1,487,24,8.525909923544615,9.425540981943907,8.498790781385257,20.815228945790146,3.5314159450565072,a,2,1,22.08022708219436,20.657508046297497,10.345861463916483,
24_4,4,1,425,24,7.2957426060507595,8.692675531090568,10.10405696627382,24.81306056535195,0.7713384593859284,b,1,2,20.467213259619914,19.13087891741739,15.344930248188977,
24_6,6,1,411,24,7.820041954100238,8.397403147956096,10.788019902187022,18.240464463361544,0.48366962171071115,b,3,2,20.460456520808474,20.32367526439743,17.7217563561849,
24_8,8,1,367,24,10.447196543421686,9.156448688270338,10.120038253346099,20.293525832003752,3.52343438301983,b,3,2,17.8015792407989,20.056299338674915,16.0684406251245,
24_10,10,1,366,24,11.132629645783775,11.257844002090573,9.7977966106884,20.498361228936368,0.3583545376704181,a,1,1,15.702319017798523,20.35682709900632,21.44690463692159,
25_0,0,1,487,25,10.309136993195846,12.174369428986852,11.192200827009682,16.682425422256458,0.9539209651028268,b,1,2,19.39982583218367,18.466193252411855,8.304184155476305,
25_2,2,1,470,25,13.259398870998481,12.905084464372813,10.114439330640867,24.72967589324771,4.364101145638438,b,3,1,19.52816897741828,18.355545000779998,12.25272956322214,
25_4,4,1,378,25,4.387982247724018,16.065133923926986,9.761897694812124,13.05467172177211,0.6911165906379994,b,2,1,19.104675388622635,20.6096526898608,16.436676271624002,
25_6,6,1,531,25,7.832207058206558,9.097141250960972,9.038129934337721,18.17378310551063,1.9256121147813445,b,2,2,18.27543970594116,21.24001404422761,15.126310092765882,
25_8,8,1,343,25,11.63600314256574,10.709111787713915,8.258414667636902,17.52477372697848,0.7968310669721906,b,1,2,19.41636886469093,23.167730271413635,19.3866198984903,
25_10,10,1,459,25,10.928030127394452,9.126094096813903,7.6218981563295,15.968025175865106,0.5117751339207471,b,1,2,20.016203615788267,20.460627787498524,23.34019389839896,
26_0,0,1,457,26,14.187703405046951,6.869719410451982,9.552868001420581,20.651871826909716,1.6742387114716608,a,3,2,18.83464556209892,20.03912962396502,10.57791361106794,
26_2,2,1,340,26,10.189337007246007,16.624743099642387,10.981329091391702,14.395263285206322,0.7860055667302707,a,3,2,21.160325073616217,20.10469076199515,13.077190618711029,
26_4,4,1,319,26,13.033387469536631,9.152036278263106,10.439498398547832,15.88263039890489,0.39388196481618537,b,1,1,19.32002662476378,19.088050640966227,13.434850667691784,
26_6,6,1,258,26,9.269031833687334,10.219442161680155,10.194302576678796,27.4020489649853,0.6019380982919369,a,1,2,17.607228392372193,20.261952777506732,17.630099967056893,
26_8,8,1,307,26,5.938771561780557,12.870041634522877,11.043557537052692,19.023750920059854,1.7635896180386106,b,2,2,20.043023669335867,20.272433549184353,19.638629678253906,
26_10,10,1,150,26,9.245965029269701,10.088746631676106,8.979878574439828,23.522005343305995,2.039703653423685,c,1,1,17.484850361512184,17.95364447519647,19.037049546345653,
27_0,0,1,426,27,10.30866078874982,8.306032023827358,8.510325636129501,18.14851540773243,0.37125022990937473,a,1,1,23.923161551149178,20.91708645254779,9.432738272977844,
27_2,2,1,393,27,4.7596174597117535,7.996783582919656,10.304705708423903,17.0554893860151,0.19505446846875898,b,1,2,17.42188274800302,18.891238777942423,11.919733254780995,
27_4,4,1,273,27,8.737708683677356,8.460437429660569,9.997820410201935,20.157988427718053,1.848246555706977,b,1,2,21.021492595687647,19.09105227983526,14.396594765981586,
27_6,6,1,347,27,7.362784384688597,10.019865456619073,10.675644659017538,25.827285399121557,1.323709210137424,c,3,2,19.93061463929313,20.70586268158456,18.861314221936453,
27_8,8,1,276,27,12.147559055136867,10.537119547091145,9.745666603176964,20.716532804222123,2.692183440440509,a,3,2,21.09484830768934,19.083654172682678,12.158820253274495,
27_10,10,1,334,27,10.704874120029189,11.30385949350036,9.374673303202092,19.616670606183018,0.3215615233816451,b,1,2,18.545492661488673,20.055345307386233,21.47812304798594,
28_0,0,1,661,28,9.013991587187665,7.3670178085280575,11.102670676083896,20.572687078357728,0.9084692329622744,b,3,2,22.338484336467427,17.253717221994137,11.314392076043324,
28_2,2,1,490,28,10.346056555542425,4.515991657073367,10.151325912563019,16.801240707836115,1.564046205109996,a,3,1,15.623112922422159,19.652480635425334,13.811395159239853,
